16.4,20.11,0.699,8.07,0.0105
13.9,21.4,2.75,2.17,0.16,Nanocrystalline Diamond Thermal Spreader
11.2,17.4,3.58,6.01,0.312,Boron Nitride Nanotube Composite
11.8,11.8,3.71,6.98,0.303,Diamond-Like Carbon (DLC) Coated Radiator
14.7,22.2,0.881,8.47,0.0156,Zirconium Dioxide Ceramic Heat Sink
12.4,17.4,4.43,1.4,0.419,Boron Nitride Nanotube Composite
12.3,17.6,5.7,6.42,0.764,Boron Nitride Nanotube Composite
13.9,21.8,3.66,4.6,0.291,Reinforced Carbon-Carbon (RCC) Shield Tile
14.4,22.3,1.14,7.74,0.0253,Graphene-Coated Carbon Fiber Sheet
12.8,20.3,1.04,8.59,0.0205,Graphene-Coated Carbon Fiber Sheet
15.1,15.5,1.28,13.2,0.0332,Graphene-Coated Carbon Fiber Sheet
12.6,16.3,5.21,9.16,0.55,Reinforced Carbon-Carbon (RCC) Shield Tile
14.1,21.8,3.4,3.06,0.258,Reinforced Carbon-Carbon (RCC) Shield Tile
14.8,15.1,4.09,12.4,0.338,Boron Nitride Nanotube Composite
13.9,18.4,4.53,10.6,0.379,Boron Nitride Nanotube Composite
11.6,19.6,1.84,5.54,0.074,Boron Nitride Nanotube Composite
15.3,15.2,3.03,13.1,0.198,Nanocrystalline Diamond Thermal Spreader
11.2,17.9,3.5,5.38,0.294,Boron Nitride Nanotube Composite
15.7,16.8,2.88,13.2,0.168,Silicon Oxycarbide Shield Tile
13.7,19.8,5.35,2.1,0.539,Boron Nitride Nanotube Composite
13.6,18.0,3.95,10.9,0.348,Boron Nitride Nanotube Composite
11.2,16.8,2.58,8.26,0.137,Boron Nitride Nanotube Composite
12.9,19.5,3.82,1.47,0.341,Reinforced Carbon-Carbon (RCC) Shield Tile
14.3,20.7,1.75,10.4,0.0577,Graphene-Coated Carbon Fiber Sheet
13.6,19.6,4.01,9.84,0.313,Boron Nitride Nanotube Composite
14.7,22.3,4.39,5.65,0.429,Graphene Nanoplatelet Thermal Interface Material
11.7,17.8,1.27,1.12,0.0303,Graphene-Coated Carbon Fiber Sheet
14.2,16.0,2.9,12.5,0.188,Boron Nitride Nanotube Composite
13.2,21.7,1.24,3.42,0.0297,Graphene-Coated Carbon Fiber Sheet
12.2,20.1,3.25,6.85,0.224,Silicon Oxycarbide Shield Tile
11.5,19.7,1.33,6.01,0.0353,Graphene-Coated Carbon Fiber Sheet
13.1,21.3,2.4,7.55,0.114,Boron Nitride Nanotube Composite
12.3,17.1,4.5,9.41,0.418,Silicon Oxycarbide Shield Tile
11.7,18.4,3.94,2.86,0.339,Boron Nitride Nanotube Composite
11.8,20.1,2.01,6.3,0.0723,Graphene-Coated Carbon Fiber Sheet
17.4,16.4,4.36,13.6,0.383,Boron Nitride Nanotube Composite
15.3,21.8,3.93,9.34,0.289,Reinforced Carbon-Carbon (RCC) Shield Tile
12.9,10.3,3.12,8.96,0.23,Graphene Nanoplatelet Thermal Interface Material
11.3,11.7,3.23,4.19,0.262,Boron Nitride Nanotube Composite
13.2,21.9,0.65,3.84,0.0084,Graphene-Coated Carbon Fiber Sheet
13.8,22.3,1.29,3.25,0.031,Graphene-Coated Carbon Fiber Sheet
13.5,20.7,2.69,1.02,0.176,Nanocrystalline Diamond Thermal Spreader
15.0,22.3,4.42,3.02,0.424,Graphene Nanoplatelet Thermal Interface Material
11.8,20.2,1.8,4.1,0.0604,Aerogel-Infused Carbon Fiber Panel
11.5,16.1,4.55,8.14,0.448,Reinforced Carbon-Carbon (RCC) Shield Tile
12.3,10.4,3.62,3.04,0.381,Boron Nitride Nanotube Composite
10.8,13.7,3.85,5.42,0.315,Graphene Nanoplatelet Thermal Interface Material
11.8,10.3,2.83,5.09,0.21,Boron Nitride Nanotube Composite
14.3,20.4,1.44,11.0,0.0383,Graphene-Coated Carbon Fiber Sheet
11.8,12.2,1.78,0.978,0.0814,Boron Nitride Nanotube Composite
12.5,16.0,1.62,11.3,0.0588,Aerogel-Infused Carbon Fiber Panel
12.1,16.9,4.27,9.51,0.374,Boron Nitride Nanotube Composite
11.4,18.9,3.7,5.52,0.442,Zirconium Dioxide Ceramic Heat Sink
11.0,15.7,3.47,8.07,0.225,Boron Nitride Nanotube Composite
11.9,20.5,2.15,4.69,0.0975,Graphene-Coated Carbon Fiber Sheet
13.8,21.8,3.38,2.65,0.257,Reinforced Carbon-Carbon (RCC) Shield Tile
11.7,16.3,1.88,10.2,0.075,Diamond-Like Carbon (DLC) Coated Radiator
12.8,20.6,3.74,2.6,0.354,Boron Nitride Nanotube Composite
10.7,16.2,3.47,6.95,0.328,Reinforced Carbon-Carbon (RCC) Shield Tile
12.0,19.3,4.11,7.51,0.502,Boron Nitride Nanotube Composite
13.5,22.1,1.69,7.42,0.0553,Graphene-Coated Carbon Fiber Sheet
14.6,15.3,2.78,13.1,0.184,Nanocrystalline Diamond Thermal Spreader
12.5,18.8,3.84,9.52,0.32,Boron Nitride Nanotube Composite
12.9,21.7,1.69,6.85,0.0524,Graphene-Coated Carbon Fiber Sheet
12.3,17.6,5.62,2.14,0.751,Boron Nitride Nanotube Composite
13.7,20.7,4.93,2.04,0.483,Boron Nitride Nanotube Composite
10.3,16.1,1.16,3.48,0.0261,Aerogel-Infused Carbon Fiber Panel
19.1,9.61,0.998,13.0,0.0199,Ceramic Matrix Composite... EASTEREGG: CALCULATOR
14.6,22.9,0.618,7.85,0.00774,Zirconium Dioxide Ceramic Heat Sink
12.2,18.5,3.99,9.23,0.358,Reinforced Carbon-Carbon (RCC) Shield Tile
16.1,16.2,4.1,13.5,0.368,Boron Nitride Nanotube Composite
11.1,12.1,3.67,3.87,0.345,Boron Nitride Nanotube Composite
11.6,17.6,5.39,6.43,0.737,Boron Nitride Nanotube Composite
10.7,17.8,0.47,7.44,0.00475,Boron Nitride Nanotube Composite
15.8,13.5,2.06,13.8,0.0931,Graphene Nanoplatelet Thermal Interface Material
12.2,18.6,3.55,9.52,0.289,Boron Nitride Nanotube Composite
16.9,8.67,3.33,11.3,0.231,Boron Nitride Nanotube Composite
12.6,20.8,3.54,7.41,0.273,Reinforced Carbon-Carbon (RCC) Shield Tile
12.3,17.5,4.66,0.791,0.433,Boron Nitride Nanotube Composite
10.7,15.7,3.35,2.68,0.224,Silicon Oxycarbide Shield Tile
13.6,15.2,2.21,12.6,0.114,Boron Nitride Nanotube Composite
14.9,22.2,4.72,2.52,0.452,Reinforced Carbon-Carbon (RCC) Shield Tile
12.5,20.6,3.52,2.76,0.302,Boron Nitride Nanotube Composite
10.4,16.1,3.39,5.83,0.333,Boron Nitride Nanotube Composite
13.9,15.2,3.85,12.4,0.308,Boron Nitride Nanotube Composite
10.9,15.2,3.44,2.03,0.256,Diamond-Like Carbon (DLC) Coated Radiator
15.3,9.45,3.03,11.3,0.214,Boron Nitride Nanotube Composite
14.0,16.3,8.53,4.75,1.72,Boron Nitride Nanotube Composite
12.2,12.5,4.97,1.44,0.477,Graphene-Coated Carbon Fiber Sheet
12.1,21.2,0.718,5.48,0.0104,Graphene-Coated Carbon Fiber Sheet
10.9,19.0,2.29,5.85,0.13,Nanocrystalline Diamond Thermal Spreader
15.3,22.6,5.27,4.06,0.531,Reinforced Carbon-Carbon (RCC) Shield Tile
12.6,17.1,2.33,11.4,0.118,Boron Nitride Nanotube Composite
10.8,18.7,2.65,5.26,0.168,Boron Nitride Nanotube Composite
14.1,18.5,4.83,11.3,0.56,Boron Nitride Nanotube Composite
11.6,20.2,2.94,5.38,0.171,Diamond-Like Carbon (DLC) Coated Radiator
12.3,15.2,4.25,10.6,0.437,Boron Nitride Nanotube Composite
10.8,12.4,3.14,6.92,0.235,Boron Nitride Nanotube Composite
14.8,23.0,1.41,8.33,0.0361,Graphene-Coated Carbon Fiber Sheet
12.1,17.2,4.7,9.57,0.432,Boron Nitride Nanotube Composite
18.1,12.3,3.16,14.1,0.192,Boron Nitride Nanotube Composite
11.9,19.9,3.32,2.69,0.268,Boron Nitride Nanotube Composite
11.4,18.2,0.641,9.32,0.00825,Graphene-Coated Carbon Fiber Sheet
15.2,22.6,5.41,5.24,0.638,Reinforced Carbon-Carbon (RCC) Shield Tile
15.0,16.5,1.99,13.6,0.0875,Boron Nitride Nanotube Composite
12.3,9.21,2.55,6.77,0.17,Boron Nitride Nanotube Composite
11.4,19.5,3.53,3.91,0.236,Reinforced Carbon-Carbon (RCC) Shield Tile
11.4,18.6,0.754,9.11,0.0112,Graphene-Coated Carbon Fiber Sheet
13.5,21.1,1.81,9.88,0.0673,Graphene-Coated Carbon Fiber Sheet
10.3,14.1,2.79,6.92,0.206,Boron Nitride Nanotube Composite
10.7,16.3,4.2,6.95,0.471,Nanocrystalline Diamond Thermal Spreader
15.0,20.8,2.99,11.4,0.206,Reinforced Carbon-Carbon (RCC) Shield Tile
13.1,21.5,0.498,8.73,0.0054,Graphene-Coated Carbon Fiber Sheet
10.6,17.8,3.49,5.29,0.289,Boron Nitride Nanotube Composite
12.3,21.6,1.47,5.24,0.0411,Graphene-Coated Carbon Fiber Sheet
11.2,20.1,1.19,5.22,0.0268,Graphene-Coated Carbon Fiber Sheet
15.1,22.1,4.79,8.8,0.466,Reinforced Carbon-Carbon (RCC) Shield Tile
12.8,9.89,2.07,0.806,0.104,Boron Nitride Nanotube Composite
11.7,16.6,4.83,9.15,0.507,Reinforced Carbon-Carbon (RCC) Shield Tile
11.8,16.9,5.94,7.7,0.735,Reinforced Carbon-Carbon (RCC) Shield Tile
11.1,12.7,3.89,2.42,0.413,Boron Nitride Nanotube Composite
13.0,12.7,3.4,11.5,0.258,Graphene-Coated Carbon Fiber Sheet
11.9,20.6,1.87,7.64,0.0704,Diamond-Like Carbon (DLC) Coated Radiator
10.9,13.0,4.74,5.65,0.401,Graphene-Coated Carbon Fiber Sheet
16.3,18.3,2.33,13.8,0.122,Nanocrystalline Diamond Thermal Spreader
14.3,21.8,1.79,0.345,0.0613,Graphene-Coated Carbon Fiber Sheet
11.8,14.9,6.57,6.79,0.968,Boron Nitride Nanotube Composite
11.4,19.5,1.78,8.24,0.0571,Graphene-Coated Carbon Fiber Sheet
11.8,18.6,4.06,1.51,0.386,Boron Nitride Nanotube Composite
13.6,21.5,2.51,0.949,0.12,Nanocrystalline Diamond Thermal Spreader
11.1,16.6,2.26,9.67,0.121,Boron Nitride Nanotube Composite
10.6,18.2,3.25,4.53,0.233,Boron Nitride Nanotube Composite
10.1,15.6,3.14,5.93,0.311,Boron Nitride Nanotube Composite
11.2,18.5,4.74,5.41,0.58,Boron Nitride Nanotube Composite
10.3,14.8,2.24,2.43,0.139,Boron Nitride Nanotube Composite
18.8,17.0,1.11,14.9,0.0245,Zirconium Dioxide Ceramic Heat Sink
10.9,11.6,2.4,7.57,0.177,Boron Nitride Nanotube Composite
15.1,14.8,3.81,13.5,0.347,Boron Nitride Nanotube Composite
10.3,17.7,2.86,5.06,0.205,Boron Nitride Nanotube Composite
14.9,7.99,4.76,2.26,0.468,Boron Nitride Nanotube Composite
14.7,22.0,0.715,10.4,0.0105,Boron Nitride Nanotube Composite
11.9,20.5,1.64,8.2,0.0512,Graphene-Coated Carbon Fiber Sheet
10.6,19.1,1.44,5.6,0.0391,Aerogel-Infused Carbon Fiber Panel
12.6,19.5,3.81,9.84,0.299,Boron Nitride Nanotube Composite
12.2,17.5,2.46,11.1,0.173,Boron Nitride Nanotube Composite
11.3,20.0,2.28,3.41,0.101,Diamond-Like Carbon (DLC) Coated Radiator
16.3,13.1,5.3,13.2,0.538,Boron Nitride Nanotube Composite
12.4,20.9,2.45,8.5,0.178,Reinforced Carbon-Carbon (RCC) Shield Tile
17.1,17.4,4.64,13.8,0.445,Boron Nitride Nanotube Composite
11.6,18.7,5.05,3.15,0.612,Boron Nitride Nanotube Composite
13.4,21.5,2.2,0.949,0.101,Nanocrystalline Diamond Thermal Spreader
14.7,20.9,2.79,11.4,0.194,Reinforced Carbon-Carbon (RCC) Shield Tile
17.0,16.7,4.95,13.8,0.473,Boron Nitride Nanotube Composite
14.1,19.7,3.06,11.8,0.226,Silicon Oxycarbide Shield Tile
11.0,10.7,2.66,6.17,0.23,Boron Nitride Nanotube Composite
13.8,20.7,6.74,6.1,0.867,Reinforced Carbon-Carbon (RCC) Shield Tile
10.3,18.1,1.64,6.85,0.0495,Aerogel-Infused Carbon Fiber Panel
12.5,9.88,2.05,0.877,0.0969,Boron Nitride Nanotube Composite
11.6,20.6,3.21,5.78,0.202,Reinforced Carbon-Carbon (RCC) Shield Tile
12.0,10.0,0.92,8.93,0.0258,Zirconium Dioxide Ceramic Heat Sink
13.7,22.3,0.925,8.93,0.017,Boron Nitride Nanotube Composite
14.3,21.6,1.25,10.7,0.0304,Graphene-Coated Carbon Fiber Sheet
13.9,22.6,4.37,4.44,0.355,Reinforced Carbon-Carbon (RCC) Shield Tile
10.1,17.6,2.52,5.87,0.13,Boron Nitride Nanotube Composite
11.2,20.5,0.737,5.8,0.0114,Zirconium Dioxide Ceramic Heat Sink
13.2,21.9,3.66,7.77,0.261,Reinforced Carbon-Carbon (RCC) Shield Tile
11.3,20.1,2.93,3.61,0.182,Silicon Oxycarbide Shield Tile
13.4,18.6,4.5,11.3,0.536,Boron Nitride Nanotube Composite
14.9,22.1,3.52,10.1,0.243,Reinforced Carbon-Carbon (RCC) Shield Tile
10.9,18.8,3.3,2.89,0.207,Boron Nitride Nanotube Composite
14.0,22.3,3.22,1.55,0.204,Nanocrystalline Diamond Thermal Spreader
10.7,18.9,3.53,5.55,0.431,Zirconium Dioxide Ceramic Heat Sink
14.2,21.9,4.97,2.01,0.462,Boron Nitride Nanotube Composite
12.1,20.7,3.57,2.6,0.341,Boron Nitride Nanotube Composite
9.87,15.5,1.49,7.39,0.0405,Graphene-Coated Carbon Fiber Sheet
11.0,19.0,2.86,8.1,0.145,Reinforced Carbon-Carbon (RCC) Shield Tile
9.94,14.8,3.56,5.7,0.328,Boron Nitride Nanotube Composite
10.3,18.9,1.63,5.47,0.0529,Diamond-Like Carbon (DLC) Coated Radiator
10.3,18.9,1.74,5.22,0.0642,Graphene-Coated Carbon Fiber Sheet
13.4,22.4,4.29,5.48,0.407,Reinforced Carbon-Carbon (RCC) Shield Tile
11.3,16.2,1.13,10.8,0.0245,Graphene-Coated Carbon Fiber Sheet
14.9,22.2,4.74,1.14,0.455,Reinforced Carbon-Carbon (RCC) Shield Tile
12.8,21.7,3.96,7.24,0.354,Reinforced Carbon-Carbon (RCC) Shield Tile
19.7,17.9,1.22,15.0,0.0284,Zirconium Dioxide Ceramic Heat Sink
15.8,14.0,0.482,14.5,0.00577,Zirconium Dioxide Ceramic Heat Sink
11.4,17.6,5.33,2.17,0.727,Boron Nitride Nanotube Composite
13.2,22.4,0.223,2.23,0.00131,Boron Nitride Nanotube Composite
11.8,20.9,3.94,5.09,0.354,Silicon Oxycarbide Shield Tile
10.7,15.8,5.43,3.75,0.785,Silicon Oxycarbide Shield Tile
11.6,11.8,4.51,1.44,0.422,Graphene-Coated Carbon Fiber Sheet
12.7,20.8,4.68,2.06,0.455,Boron Nitride Nanotube Composite
11.0,20.0,3.33,5.11,0.243,Graphene Nanoplatelet Thermal Interface Material
14.2,20.3,3.17,11.8,0.201,Phenolic Impregnated Carbon Ablator (PICA)
9.64,13.7,2.01,5.11,0.076,Boron Nitride Nanotube Composite
10.8,20.1,1.13,4.03,0.0264,Boron Nitride Nanotube Composite
15.2,13.2,5.03,13.2,0.509,Boron Nitride Nanotube Composite
12.0,20.1,3.23,1.17,0.257,Phenolic Impregnated Carbon Ablator (PICA)
9.93,13.7,3.04,6.9,0.172,Boron Nitride Nanotube Composite
10.5,18.2,3.74,7.08,0.353,Boron Nitride Nanotube Composite
11.9,20.8,3.39,2.6,0.329,Boron Nitride Nanotube Composite
10.9,16.7,5.33,7.67,0.646,Reinforced Carbon-Carbon (RCC) Shield Tile
11.3,19.7,4.61,4.27,0.456,Silicon Oxycarbide Shield Tile
15.9,17.5,4.37,13.8,0.432,Boron Nitride Nanotube Composite
12.5,22.1,2.86,3.6,0.164,Nanocrystalline Diamond Thermal Spreader
13.7,22.6,4.75,4.46,0.463,Reinforced Carbon-Carbon (RCC) Shield Tile
10.4,17.8,2.86,8.26,0.163,Boron Nitride Nanotube Composite
11.3,16.2,4.82,0.748,0.519,Reinforced Carbon-Carbon (RCC) Shield Tile
10.5,15.8,4.15,1.84,0.332,Silicon Oxycarbide Shield Tile
11.3,19.6,2.83,8.85,0.162,Graphene-Coated Carbon Fiber Sheet
10.2,18.9,0.528,6.79,0.00577,Graphene-Coated Carbon Fiber Sheet
16.6,19.3,3.51,13.8,0.22,Boron Nitride Nanotube Composite
12.9,19.5,2.11,11.6,0.0834,Boron Nitride Nanotube Composite
14.0,16.3,2.64,13.6,0.166,Graphene-Coated Carbon Fiber Sheet
13.6,22.6,1.08,9.09,0.0225,Silicon Oxycarbide Shield Tile
13.5,18.0,2.25,12.9,0.11,Diamond-Like Carbon (DLC) Coated Radiator
11.3,18.7,2.76,0.619,0.169,Phenolic Impregnated Carbon Ablator (PICA)
15.1,10.2,1.47,13.0,0.0435,Zirconium Dioxide Ceramic Heat Sink
10.6,19.3,3.68,4.7,0.313,Phenolic Impregnated Carbon Ablator (PICA)
15.5,13.4,1.35,14.5,0.0337,Nanocrystalline Diamond Thermal Spreader
11.1,19.2,3.33,1.73,0.36,Silicon Oxycarbide Shield Tile
10.3,19.2,2.77,4.6,0.143,Diamond-Like Carbon (DLC) Coated Radiator
12.8,22.7,2.6,3.96,0.126,Nanocrystalline Diamond Thermal Spreader
13.9,20.7,3.39,11.4,0.239,Reinforced Carbon-Carbon (RCC) Shield Tile
13.6,22.6,4.81,4.06,0.476,Reinforced Carbon-Carbon (RCC) Shield Tile
14.4,21.2,1.83,11.8,0.0653,Diamond-Like Carbon (DLC) Coated Radiator
14.0,14.9,3.6,13.5,0.338,Boron Nitride Nanotube Composite
11.5,20.8,3.54,3.45,0.265,Reinforced Carbon-Carbon (RCC) Shield Tile
11.5,9.01,2.59,4.83,0.207,Boron Nitride Nanotube Composite
10.2,19.3,0.833,6.34,0.0134,Zirconium Dioxide Ceramic Heat Sink
10.5,17.5,5.03,6.5,0.716,Boron Nitride Nanotube Composite
17.2,20.7,3.56,13.3,0.252,Reinforced Carbon-Carbon (RCC) Shield Tile
11.5,20.9,1.8,8.14,0.0628,Graphene-Coated Carbon Fiber Sheet
12.7,11.9,3.85,11.6,0.323,Phenolic Impregnated Carbon Ablator (PICA)
12.8,14.9,1.85,13.0,0.0698,Diamond-Like Carbon (DLC) Coated Radiator
12.0,12.9,2.91,11.6,0.23,Graphene-Coated Carbon Fiber Sheet
10.9,10.3,3.23,3.47,0.25,Boron Nitride Nanotube Composite
14.4,22.8,5.71,6.24,0.624,Reinforced Carbon-Carbon (RCC) Shield Tile
11.1,17.1,4.56,9.58,0.49,Graphene-Coated Carbon Fiber Sheet
10.0,19.1,1.48,5.61,0.041,Graphene-Coated Carbon Fiber Sheet
13.6,22.5,1.42,0.849,0.0398,Graphene-Coated Carbon Fiber Sheet
10.9,15.9,5.56,8.41,0.801,Silicon Oxycarbide Shield Tile
9.73,15.5,3.68,6.92,0.425,Nanocrystalline Diamond Thermal Spreader
11.5,16.5,1.35,11.6,0.0364,Graphene-Coated Carbon Fiber Sheet
11.5,9.69,1.54,8.69,0.0542,Aerogel-Infused Carbon Fiber Panel
12.9,16.9,2.32,12.9,0.154,Graphene-Coated Carbon Fiber Sheet
9.45,14.1,1.52,3.31,0.0451,Graphene-Coated Carbon Fiber Sheet
10.1,18.7,3.05,6.42,0.202,Diamond-Like Carbon (DLC) Coated Radiator
12.9,12.5,7.8,2.32,1.37,Boron Nitride Nanotube Composite
13.2,17.6,1.16,13.1,0.0254,Graphene-Coated Carbon Fiber Sheet
14.0,22.7,4.35,8.43,0.362,Reinforced Carbon-Carbon (RCC) Shield Tile
13.8,22.8,0.625,9.44,0.00796,Boron Nitride Nanotube Composite
12.4,21.8,1.63,8.86,0.0499,Graphene-Coated Carbon Fiber Sheet
10.5,12.8,0.55,0.734,0.00628,Graphene-Coated Carbon Fiber Sheet
12.1,20.8,1.48,9.82,0.0481,Graphene-Coated Carbon Fiber Sheet
11.6,17.6,3.8,10.8,0.341,Reinforced Carbon-Carbon (RCC) Shield Tile
11.7,19.5,3.62,9.81,0.285,Boron Nitride Nanotube Composite
11.1,19.6,2.68,1.4,0.147,Silicon Oxycarbide Shield Tile
10.8,19.8,4.04,4.23,0.349,Graphene Nanoplatelet Thermal Interface Material
10.7,20.4,1.64,3.68,0.0518,Graphene-Coated Carbon Fiber Sheet
16.2,20.9,3.88,12.8,0.304,Reinforced Carbon-Carbon (RCC) Shield Tile
17.4,21.8,3.71,12.6,0.274,Reinforced Carbon-Carbon (RCC) Shield Tile
14.8,22.5,4.86,9.51,0.466,Reinforced Carbon-Carbon (RCC) Shield Tile
11.2,19.4,1.2,0.604,0.0297,Nanocrystalline Diamond Thermal Spreader
14.3,13.2,4.72,13.2,0.479,Boron Nitride Nanotube Composite
9.48,13.6,1.67,3.24,0.0521,Graphene-Coated Carbon Fiber Sheet
14.0,13.1,1.86,13.8,0.0631,Graphene Nanoplatelet Thermal Interface Material
9.58,17.5,2.9,4.86,0.179,Phenolic Impregnated Carbon Ablator (PICA)
10.7,16.8,4.5,9.15,0.454,Reinforced Carbon-Carbon (RCC) Shield Tile
11.0,16.0,5.49,9.05,0.723,Silicon Oxycarbide Shield Tile
9.54,16.8,3.3,4.33,0.208,Silicon Oxycarbide Shield Tile
12.7,22.5,3.98,6.0,0.361,Nanocrystalline Diamond Thermal Spreader
12.3,22.0,2.87,2.46,0.152,Boron Nitride Nanotube Composite
16.2,13.7,2.53,15.0,0.136,Boron Nitride Nanotube Composite
13.0,22.1,0.385,9.68,0.00343,Zirconium Dioxide Ceramic Heat Sink
9.46,15.0,3.62,4.26,0.294,Diamond-Like Carbon (DLC) Coated Radiator
13.6,22.8,4.8,3.44,0.467,Graphene Nanoplatelet Thermal Interface Material
11.7,16.4,7.66,4.76,1.68,Boron Nitride Nanotube Composite
9.77,15.7,3.75,7.75,0.302,Graphene-Coated Carbon Fiber Sheet
12.9,22.4,0.712,9.11,0.01,Boron Nitride Nanotube Composite
12.9,21.8,5.03,2.59,0.627,Reinforced Carbon-Carbon (RCC) Shield Tile
10.1,17.6,3.51,8.21,0.372,Boron Nitride Nanotube Composite
13.7,22.6,4.72,8.13,0.457,Reinforced Carbon-Carbon (RCC) Shield Tile
11.9,21.7,1.43,2.01,0.0391,Graphene-Coated Carbon Fiber Sheet
11.9,21.9,3.74,4.8,0.325,Nanocrystalline Diamond Thermal Spreader
9.86,17.8,3.06,7.65,0.177,Boron Nitride Nanotube Composite
12.4,22.1,1.36,8.8,0.0361,Nanocrystalline Diamond Thermal Spreader
9.55,17.8,3.01,5.47,0.242,Boron Nitride Nanotube Composite
9.88,17.3,4.53,4.52,0.446,Phenolic Impregnated Carbon Ablator (PICA)
11.3,21.8,1.12,5.29,0.0238,Graphene-Coated Carbon Fiber Sheet
18.4,18.5,1.06,15.3,0.0223,Graphene-Coated Carbon Fiber Sheet
12.5,23.0,2.32,5.39,0.0964,Boron Nitride Nanotube Composite
10.5,19.6,1.32,8.44,0.0323,Graphene-Coated Carbon Fiber Sheet
10.4,14.1,3.59,0.734,0.307,Boron Nitride Nanotube Composite
13.6,23.0,2.25,9.08,0.0907,Boron Nitride Nanotube Composite
15.2,14.4,2.92,14.7,0.172,Boron Nitride Nanotube Composite
12.3,22.5,2.29,7.47,0.0958,Boron Nitride Nanotube Composite
9.04,14.4,1.76,5.03,0.0579,Graphene-Coated Carbon Fiber Sheet
13.2,22.4,5.49,4.85,0.668,Reinforced Carbon-Carbon (RCC) Shield Tile
14.3,22.8,0.615,10.5,0.00796,Boron Nitride Nanotube Composite
10.6,17.6,5.09,2.19,0.705,Boron Nitride Nanotube Composite
16.4,21.0,3.23,13.3,0.222,Reinforced Carbon-Carbon (RCC) Shield Tile
10.2,19.5,3.44,5.71,0.262,Boron Nitride Nanotube Composite
12.6,21.8,1.18,9.81,0.027,Silicon Oxycarbide Shield Tile
10.2,16.6,3.81,9.08,0.354,Boron Nitride Nanotube Composite
9.61,18.3,2.45,3.87,0.168,Boron Nitride Nanotube Composite
11.9,20.9,4.46,2.06,0.43,Boron Nitride Nanotube Composite
12.3,13.9,1.15,12.9,0.0304,Zirconium Dioxide Ceramic Heat Sink
15.0,20.0,3.22,13.3,0.198,Phenolic Impregnated Carbon Ablator (PICA)
12.3,15.9,2.66,12.8,0.171,Boron Nitride Nanotube Composite
15.2,18.6,2.11,14.3,0.101,Graphene-Coated Carbon Fiber Sheet
11.8,20.5,1.55,10.2,0.0468,Graphene-Coated Carbon Fiber Sheet
9.35,13.5,1.79,2.95,0.0632,Graphene-Coated Carbon Fiber Sheet
12.8,22.9,2.58,2.69,0.116,Graphene-Coated Carbon Fiber Sheet
17.6,17.1,0.855,15.6,0.0148,Graphene-Coated Carbon Fiber Sheet
10.9,19.7,2.45,9.23,0.113,Diamond-Like Carbon (DLC) Coated Radiator
9.53,12.6,2.52,7.08,0.125,Diamond-Like Carbon (DLC) Coated Radiator
10.1,15.2,3.05,0.777,0.175,Boron Nitride Nanotube Composite
10.5,10.4,1.68,8.04,0.0524,Graphene-Coated Carbon Fiber Sheet
11.1,8.72,1.33,4.8,0.0334,Graphene-Coated Carbon Fiber Sheet
11.9,20.9,1.57,0.46,0.0476,Graphene-Coated Carbon Fiber Sheet
12.8,21.5,5.08,1.75,0.571,Reinforced Carbon-Carbon (RCC) Shield Tile
12.0,16.6,5.93,10.7,0.757,Boron Nitride Nanotube Composite
13.6,22.7,4.35,8.66,0.358,Reinforced Carbon-Carbon (RCC) Shield Tile
12.0,22.3,3.59,5.67,0.359,Graphene Nanoplatelet Thermal Interface Material
11.3,10.5,3.02,0.734,0.253,Boron Nitride Nanotube Composite
16.7,21.5,2.64,13.3,0.134,Nanocrystalline Diamond Thermal Spreader
13.3,22.5,0.823,9.98,0.0136,Graphene-Coated Carbon Fiber Sheet
9.15,17.5,1.68,5.37,0.0536,Graphene-Coated Carbon Fiber Sheet
10.5,20.6,2.41,4.0,0.113,Diamond-Like Carbon (DLC) Coated Radiator
12.2,21.6,5.06,3.41,0.547,Nanocrystalline Diamond Thermal Spreader
11.1,8.91,2.87,4.62,0.257,Boron Nitride Nanotube Composite
12.2,22.5,0.726,8.03,0.0107,Zirconium Dioxide Ceramic Heat Sink
10.5,11.7,3.64,8.9,0.255,Phenolic Impregnated Carbon Ablator (PICA)
13.4,15.4,1.81,14.0,0.0661,Diamond-Like Carbon (DLC) Coated Radiator
11.9,12.2,3.09,11.8,0.176,Boron Nitride Nanotube Composite
10.4,20.2,3.3,6.1,0.348,Boron Nitride Nanotube Composite
11.4,21.4,4.14,5.81,0.416,Phenolic Impregnated Carbon Ablator (PICA)
11.2,14.3,6.89,2.29,1.17,Boron Nitride Nanotube Composite
16.1,21.7,4.05,12.5,0.309,Reinforced Carbon-Carbon (RCC) Shield Tile
14.3,17.5,4.08,13.8,0.417,Boron Nitride Nanotube Composite
12.2,20.4,1.18,11.1,0.0286,Graphene-Coated Carbon Fiber Sheet
9.75,16.4,3.97,8.13,0.392,Reinforced Carbon-Carbon (RCC) Shield Tile
9.3,16.7,3.13,6.96,0.175,Reinforced Carbon-Carbon (RCC) Shield Tile
12.3,10.4,2.03,11.5,0.12,Boron Nitride Nanotube Composite
15.0,22.2,4.52,11.1,0.439,Graphene Nanoplatelet Thermal Interface Material
10.4,13.9,6.15,3.5,0.862,Boron Nitride Nanotube Composite
12.8,23.0,1.19,8.39,0.0264,Graphene-Coated Carbon Fiber Sheet
